target_id,chapter,paper_figure_number,paper_page,pdf_page,paper_caption,paper_caption_status,paper_asset,reproduction_asset,comparison_asset,research_object,research_object_en,model,coordinate_system,main_parameters,numerical_method,script,data_source,current_source_layer,status,evidence,quantitative_validation,consistency,consistency_cn,difference,difference_cn,difference_reason,difference_reason_cn,limitation,limitation_cn,next_action,reproduction_grade,grade_boundary,uses_proxy,notes
2.11,2,Fig. 2.11,34,50,Figure 2.11. Initial guess (red) and converged solution (blue) in a perpendicular crossing diﬀerential corrections scheme for an Earth- Moon L2 Lyapunov orbit,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_2_11_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_2_11_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_11_comparison.png,L2 Lyapunov 初值与修正解,L2 Lyapunov initial guess and corrected solution,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"Earth-Moon L2 planar Lyapunov correction; x0=[x0,0,0,0,ydot0,0]; free variables=[x0,ydot0,T]; constraints=[y(T),xdot(T)]=0",周期轨道单步打靶差分修正与数值积分,figures/fig_2_11.py,data/computed/lyapunov_l2_summary.csv,L2 Lyapunov state; period; Jacobi,boundary,data/computed/lyapunov_l2_summary.csv,残差: corrected shooting residual in CSV；周期/相位: periodicity error in CSV,physically consistent,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,physically consistent,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,真实数值解与主要物理趋势受支持；严格论文等价仍有边界；当前未闭合项：Keep as validated periodic-orbit baseline,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Keep as validated periodic-orbit baseline,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
2.12,2,Fig. 2.12,39,55,Figure 2.12. (a) Natural parameter continuation and (b) pseudo- arclength continuation schemes,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_2_12_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_2_12_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_12_comparison.png,自然参数与伪弧长延拓示意,Natural and pseudo-arclength continuation,几何/算法示意（数值动力学模型不作为该图验收对象）,算法/拓扑示意坐标，不用于状态空间逐点比较,Natural and pseudo-arclength continuation,自然参数与伪弧长延拓示意,figures/fig_2_12.py,continuation schematic,natural and pseudo-arclength continuation geometry,proxy,continuation schematic,原论文未报告或当前权威表未登记独立误差值,schematic only,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,该图只承担概念/几何/算法示意角色，不提供论文原始数值节点的等价证据。,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,目标本身为示意层，当前项目使用独立绘制的语义对应图。,示意图目标是语义和几何关系，而非原图数据重建。,示意或代理层；不得写成定量数值复现,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
2.13,2,Fig. 2.13,40,56,"Figure 2.13. L2 Lyapunov, Halo and Vertical orbits in the Jupiter- Europa system (µ = 2.528×10−5), constructed using pseudo-arclength continuation",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_2_13_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_2_13_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_13_comparison.png,木星—欧罗巴 L2 周期轨道族,"Jupiter-Europa L2 Lyapunov, halo, and vertical families",Jupiter-Europa CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"Jupiter-Europa L2 Lyapunov, halo, and vertical families; mu=2.528e-5",周期轨道差分修正、分支延拓与三维族绘制,figures/fig_2_13.py,data/computed/jupiter_europa_l2_*_family.csv,Jupiter-Europa Lyapunov; halo; vertical families,boundary,data/computed/jupiter_europa_l2_*_family.csv,残差: final residuals in family CSV；周期/相位: periodicity errors in family CSV；稳定性: stability indices in family CSV,local numerical family,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,local numerical family,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,真实数值解与主要物理趋势受支持；严格论文等价仍有边界；当前未闭合项：Compare against thesis branch amplitudes if source values are found,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Compare against thesis branch amplitudes if source values are found,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
2.14,2,Fig. 2.14,43,59,Figure 2.14. Stable (blue) and unstable (red) manifold trajectories from an L1 Lyapunov orbit. The ZVCs for the Jacobi Constant (JC = 3.1827) of this orbit are deﬁned by the black curve.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_2_14_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_2_14_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_14_comparison.png,L1 Lyapunov 轨道的稳定与不稳定流形,Stable and unstable manifolds from an L1 Lyapunov orbit,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,Earth-Moon L1 Lyapunov stable/unstable manifolds; JC=3.1827,单周期矩阵特征方向扰动与稳定/不稳定流形传播,figures/fig_2_14.py,data/computed/lyapunov_l1_manifold_summary.csv,L1 Lyapunov monodromy and stable/unstable manifolds,boundary,data/computed/lyapunov_l1_manifold_summary.csv,周期/相位: periodicity error in CSV；稳定性: stability index in CSV,physically consistent,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,physically consistent,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,真实数值解与主要物理趋势受支持；严格论文等价仍有边界；当前未闭合项：Keep as validated periodic-manifold baseline,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Keep as validated periodic-manifold baseline,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
2.15,2,Fig. 2.15,45,61,Figure 2.15. Stability index for a subset of the Earth-Moon L2 halo family,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_2_15_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_2_15_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_2_15_comparison.png,地月 L2 Halo 轨道族稳定指标,Stability index for Earth-Moon L2 halo family,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,Earth-Moon L2 halo-family stability index; nu=(abs(lambda_max)+1/abs(lambda_max))/2; stable nu=1; unstable nu>1,周期轨道族延拓、单周期矩阵与稳定指标计算,figures/fig_2_15.py,data/computed/earth_moon_l2_halo_stability.csv,L2 halo/NRHO stability branch,accepted,data/computed/earth_moon_l2_halo_stability.csv,残差: final residuals in CSV；周期/相位: periodicity errors below validation threshold；稳定性: NRHO points within 0.01 of thesis values,close to reference,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Keep branch and add exact thesis data if available,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.1,3,Fig. 3.1,48,64,Figure 3.1. 2-dimensional torus deﬁned by the product of the red and blue circles,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_1_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_1_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_1_comparison.png,二维环面作为两个圆的直积,Two-dimensional torus as product of two circles,几何/算法示意（数值动力学模型不作为该图验收对象）,算法/拓扑示意坐标，不用于状态空间逐点比较,Two-dimensional torus as product of two circles,不变环面/不变曲线、映射与多段校正的概念示意,figures/fig_3_01.py,torus schematic,two-circle torus geometry,proxy,torus schematic,原论文未报告或当前权威表未登记独立误差值,schematic only,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,该图只承担概念/几何/算法示意角色，不提供论文原始数值节点的等价证据。,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,目标本身为示意层，当前项目使用独立绘制的语义对应图。,示意图目标是语义和几何关系，而非原图数据重建。,示意或代理层；不得写成定量数值复现,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.2,3,Fig. 3.2,49,65,"Figure 3.2. 2-dimensional torus with the invariant curve (blue), the rotation angle ρ, and a single trajectory (yellow) propagated to the ﬁrst return to the invariant curve",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_2_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_2_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_2_comparison.png,不变曲线、旋转角与回归轨迹,"Invariant curve, rotation angle, and return trajectory",几何/算法示意（数值动力学模型不作为该图验收对象）,算法/拓扑示意坐标，不用于状态空间逐点比较,"Invariant curve, rotation angle, and return trajectory",不变环面/不变曲线、映射与多段校正的概念示意,figures/fig_3_02.py,invariant-curve schematic,rotation angle and return map geometry,proxy,invariant-curve schematic,原论文未报告或当前权威表未登记独立误差值,schematic only,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,该图只承担概念/几何/算法示意角色，不提供论文原始数值节点的等价证据。,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,目标本身为示意层，当前项目使用独立绘制的语义对应图。,示意图目标是语义和几何关系，而非原图数据重建。,示意或代理层；不得写成定量数值复现,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.3,3,Fig. 3.3,49,65,"Figure 3.3. A set of 7 discretized states (yellow) on the invariant curve, represented by the blue circle. The invariant curve is associated with the stroboscopic map deﬁned at θ0. The initial location of the states is represented in (a). The ﬁrst return to the map, at time T0, is represented in (b), where the states have rotated by ρ. The nearby periodic orbit is represented by the ﬁxed point on the map.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_3_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_3_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_3_comparison.png,七节点离散不变曲线映射,Seven-point discretized invariant curve mapping,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,Seven-point discretized invariant curve mapping,不变环面/不变曲线、映射与多段校正的概念示意,figures/fig_3_03.py,data/computed/earth_moon_l1_stroboscopic_curve_seed.csv,seven-point invariant curve map residuals,diagnostic,data/computed/earth_moon_l1_stroboscopic_curve_seed.csv,残差: residuals in seed CSV；Jacobi: jacobi drift in seed CSV,schematic with numerical diagnostic,当前结果给出局部数值源层或诊断性解，只覆盖原图的部分区间、分支或闭合条件。,schematic with numerical diagnostic,局部分支、覆盖范围或闭合门槛尚未达到论文全图条件。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,现有求解链仅在局部或诊断门槛内稳定，不能外推到未计算区间。,局部、部分分支或诊断性数值源层；当前未闭合项：Keep schematic status and use CSV for algorithm validation,只可用于局部/诊断性结论，未覆盖部分不得外推。,Keep schematic status and use CSV for algorithm validation,C,局部、部分分支或诊断性数值源层,partial,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.4,3,Fig. 3.4,62,78,Figure 3.4. Representation of a patch curves along a torus used for a multiple shooting torus correction scheme,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_4_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_4_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_4_comparison.png,多步打靶环面修正的拼接曲线,Patch curves for multiple-shooting torus correction,几何/算法示意（数值动力学模型不作为该图验收对象）,算法/拓扑示意坐标，不用于状态空间逐点比较,Patch curves for multiple-shooting torus correction,不变环面/不变曲线、映射与多段校正的概念示意,figures/fig_3_04.py,torus correction schematic,patch curves and multiple-shooting layout,proxy,torus correction schematic,原论文未报告或当前权威表未登记独立误差值,schematic only,当前结果重构了坐标、几何或算法语义，不承担定量数值等价证明。,该图只承担概念/几何/算法示意角色，不提供论文原始数值节点的等价证据。,线型、布局与标注为本项目独立绘制，不以像素相似作为验收目标。,目标本身为示意层，当前项目使用独立绘制的语义对应图。,示意图目标是语义和几何关系，而非原图数据重建。,示意或代理层；不得写成定量数值复现,只可用于概念说明，不得报告数值误差或严格等价。,No numerical upgrade needed,D,示意或代理层；不得写成定量数值复现,true,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.5,3,Fig. 3.5,68,84,"Figure 3.5. Four quasi-halo tori projected into conﬁguration space in a constant energy family (JC = 3.1389) with the central periodic orbit in blue. The stroboscopic mapping times for each orbit are (a) 12.03 days, (b) 12.09 days, (c) 12.26 days, and (d) 12.40 days",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_5_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_5_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_5_comparison.png,定能量拟 Halo 环面族,"Constant-energy quasi-halo tori, JC=3.1389",Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"constant-energy quasi-halo family; JC=3.1389; T0=12.03,12.09,12.26,12.40 day",定能量不变曲线 Newton 校正、延拓与 CR3BP 传播,figures/fig_3_05.py,data/computed/chapter3_corrected_constant_energy_halo_high_order_family.csv,JC 3.1389 quasi-halo tori,accepted,data/computed/chapter3_corrected_constant_energy_halo_high_order_family.csv,残差: 7.41e-11 selected member residual；Jacobi: 1.4e-15 temporal drift,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Continue only if exact thesis continuation states become available,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.6,3,Fig. 3.6,69,85,Figure 3.6. (a) y- and z-amplitude of the constant energy quasi-halo family for JC = 3.1389 in the Earth-Moon system as a function of the stroboscopic mapping time. (b) The amplitude ratio of the family.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_6_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_6_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_6_comparison.png,定能量拟 Halo 振幅曲线,Constant-energy quasi-halo amplitudes,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,constant-energy quasi-halo amplitude and amplitude-ratio curves; JC=3.1389,定能量不变曲线 Newton 校正、延拓与 CR3BP 传播,figures/fig_3_06.py,data/computed/chapter3_corrected_constant_energy_halo_high_order_family.csv,quasi-halo amplitudes versus mapping time,accepted,data/computed/chapter3_corrected_constant_energy_halo_high_order_family.csv,残差: 7.41e-11 selected member residual；Jacobi: 1.4e-15 temporal drift,corrected numerical family,当前证据支持主要论文参数、数值对象和项目内部残差门槛的一致性。,当前项目审计门槛通过；原作者离散节点与完整绘图参数未公开，因此不声明逐像素或逐节点等价。,未发现超出已记录边界的当前门槛失败；绘图视角与原作者离散节点仍可能不同。,独立重建使用当前权威 CSV/NPZ；论文未公开完整分支状态与绘图元数据。,论文未公开完整离散节点和绘图元数据；当前结论仅限已验证指标。,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,A 级仅表示当前项目门槛内定量通过，不等于原作者节点逐点等价。,Continue high-amplitude tail validation if needed,A,按当前项目审计门槛定量通过；不自动声明与原作者离散节点逐点等价,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.7,3,Fig. 3.7,70,86,"Figure 3.7. Four quasi-vertical tori projected into conﬁguration space in a constant energy family (JC = 3.1389) with the central periodic orbit in blue. The stroboscopic mapping times for each orbit are (a) 12.87 days, (b) 12.85 days, (c) 12.78 days, and (d) 12.66 days",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_7_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_7_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_7_comparison.png,定能量拟垂直环面族,"Constant-energy quasi-vertical tori, JC=3.1389",Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"constant-energy quasi-vertical family; JC=3.1389; T0=12.87,12.85,12.78,12.66 day",定能量不变曲线 Newton 校正、延拓与 CR3BP 传播,figures/fig_3_07.py,data/computed/chapter3_corrected_constant_energy_vertical_staged_family.csv,JC 3.1389 quasi-vertical tori,boundary,data/computed/chapter3_corrected_constant_energy_vertical_staged_family.csv,残差: 4.98e-10 selected member residual；Jacobi: 1.4e-15 temporal drift,corrected numerical family,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,corrected numerical family,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,真实数值解与主要物理趋势受支持；严格论文等价仍有边界；当前未闭合项：Continue thesis endpoint comparison if source values appear,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Continue thesis endpoint comparison if source values appear,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.8,3,Fig. 3.8,71,87,Figure 3.8. (a) y- and z-amplitude of the constant energy quasi- vertical family for JC = 3.1389 in the Earth-Moon system as a func- tion of the stroboscopic mapping time. (b) The amplitude ratio of the family.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_8_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_8_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_8_comparison.png,定能量拟垂直振幅曲线,Constant-energy quasi-vertical amplitudes,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,constant-energy quasi-vertical amplitude and amplitude-ratio curves; JC=3.1389,定能量不变曲线 Newton 校正、延拓与 CR3BP 传播,figures/fig_3_08.py,data/computed/chapter3_corrected_constant_energy_vertical_staged_family.csv,quasi-vertical amplitudes versus mapping time,boundary,data/computed/chapter3_corrected_constant_energy_vertical_staged_family.csv,残差: 4.98e-10 selected member residual；Jacobi: 1.4e-15 temporal drift,corrected numerical family,当前结果包含真实数值解，动力学对象、拓扑或主要变化趋势与原图目标相对应。,corrected numerical family,原始节点、完整分支、相位、投影参数或任务约束未完全公开，尚不能证明逐点等价。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,差异与未公开源数据、分支覆盖、相位/视角或模型保真度边界相符，但不作唯一归因。,真实数值解与主要物理趋势受支持；严格论文等价仍有边界；当前未闭合项：Continue thesis endpoint comparison if source values appear,结论限于当前真实数值源层和已报告趋势，不扩展为严格论文等价。,Continue thesis endpoint comparison if source values appear,B,真实数值解与主要物理趋势受支持；严格论文等价仍有边界,false,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.9,3,Fig. 3.9,71,87,Figure 3.9. Frequency ratio as a function of stroboscopic mapping time for a constant energy (a) quasi-halo family and (b) quasi-vertical family.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_9_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_9_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_9_comparison.png,频率比随映射时间变化,Frequency ratio versus mapping time,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,frequency ratio versus mapping time for constant-energy quasi-halo and quasi-vertical families; JC=3.1389,校正族的频率比/映射时间计算；尾段保留代理边界,figures/fig_3_09.py,data/computed/chapter3_corrected_*_family.csv,frequency ratio versus mapping time,diagnostic,data/computed/chapter3_corrected_*_family.csv,残差: curve residuals in family CSV；Jacobi: jacobi span in family CSV,corrected curves with proxy tail,当前结果给出局部数值源层或诊断性解，只覆盖原图的部分区间、分支或闭合条件。,corrected curves with proxy tail,局部分支、覆盖范围或闭合门槛尚未达到论文全图条件。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,现有求解链仅在局部或诊断门槛内稳定，不能外推到未计算区间。,局部、部分分支或诊断性数值源层；当前未闭合项：Replace remaining quasi-halo tail proxy with continued numerical branch,只可用于局部/诊断性结论，未覆盖部分不得外推。,Replace remaining quasi-halo tail proxy with continued numerical branch,C,局部、部分分支或诊断性数值源层,partial,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.10,3,Fig. 3.10,72,88,"Figure 3.10. Example of (a) a period-2 halo orbit, (b) a period-3 halo orbit, and (c) a period-8 halo orbit.",pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_10_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_10_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_10_comparison.png,period-2、period-3 与 period-8 Halo 示例,"Period-2, period-3, and period-8 halo examples",Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,"Earth-Moon period-2, period-3, and period-8 halo examples",period-q 多步打靶、单步闭合复核与单周期矩阵审计,figures/fig_3_10.py,data/computed/period_q_halo_examples.csv;data/computed/period_q_halo_closure_audit.csv;data/computed/chapter3_period_q_per_figure_audit.csv,q=2/q=3/q=8 Earth-Moon CR3BP period-q halo examples; strict single-shoot accepted rows 2; local multiple-shooting accepted rows 3; q8 max multiplier 3.431052642945378e+16,diagnostic,data/computed/period_q_halo_examples.csv;data/computed/period_q_halo_closure_audit.csv;data/computed/chapter3_period_q_per_figure_audit.csv,残差: worst local multiple-shooting residual 7.654092149144291e-14; local accepted rows 3；Jacobi: worst local trajectory Jacobi drift 4.440892098500626e-15；周期/相位: worst strict single-shoot closure 5.188337924828195e-09; q8 single-shoot closure 3.906984451743337；稳定性: q8 high-instability boundary recorded by monodromy multiplier; do not use q8 single-shoot closure as accepted periodic evidence,q=2 and q=3 are strict period-q audit rows; q=8 is retained as a local multiple-shooting overlay with an explicit single-shoot closure boundary,q=2 和 q=3 通过严格单步闭合；q=8 仅通过局部多步打靶连续性。,q=2 and q=3 are strict period-q audit rows; q=8 is retained as a local multiple-shooting overlay with an explicit single-shoot closure boundary,q=8 单步全周期闭合误差为 3.906984451743337，不能作为稳健周期轨道证据。,q=8 高不稳定性使单步闭合失败；当前证据只支持局部多段连续性。,q=8 高不稳定性导致单步闭合失败，当前只保留局部多段数值解。,q=2、q=3 通过严格单步闭合审计；q=8 仅保留局部多步打靶接受，其单步全周期闭合误差为 3.906984451743337，不能升级为稳健周期闭合。,q=8 必须维持 C 级边界，直至存在新的严格闭合审计。,Promote q=8 only after a robust high-instability single-shoot validation path or an alternate closure audit is accepted.,C,局部、部分分支或诊断性数值源层,partial,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
3.11,3,Fig. 3.11,73,89,Figure 3.11. (a) Poincar´e map at z = 0 for constant energy (JC = 3.1389) quasi-halo and quasi-vertical families. (b) 3D view of central periodic orbits and Poinca´e map of associated quasi-periodic orbit families.,pdf_caption_block,reports/mccarthy2018_figure_comparison/assets/original/fig_3_11_original.png,reports/mccarthy2018_figure_comparison/assets/reproduced/fig_3_11_reproduced.png,reports/mccarthy2018_figure_comparison/assets/comparison/fig_3_11_comparison.png,Poincare 映射与中心周期轨道,Poincare map and central periodic orbits,Earth-Moon CR3BP,主星-次星质心旋转（synodic）无量纲坐标；图中物理量按脚本输出为无量纲量、km 或 day,Poincare map and central periodic orbits; JC=3.1389; section z=0,Poincare/频闪映射传播与中心周期轨道数值解,figures/fig_3_11.py,data/computed/earth_moon_l1_central_periodic_scene.csv,Poincare map and central periodic orbits,diagnostic,data/computed/earth_moon_l1_central_periodic_scene.csv,残差: residuals in scene CSV；周期/相位: periodicity in scene CSV,local numerical scene,当前结果给出局部数值源层或诊断性解，只覆盖原图的部分区间、分支或闭合条件。,local numerical scene,局部分支、覆盖范围或闭合门槛尚未达到论文全图条件。,现有源层只支持当前等级；严格等价受完整状态、分支覆盖、相位、视角或高保真条件限制。,现有求解链仅在局部或诊断门槛内稳定，不能外推到未计算区间。,局部、部分分支或诊断性数值源层；当前未闭合项：Replace remaining section-island shape assumptions with thesis map data,只可用于局部/诊断性结论，未覆盖部分不得外推。,Replace remaining section-island shape assumptions with thesis map data,C,局部、部分分支或诊断性数值源层,partial,阶段 C 证据绑定；所有结论来自当前权威表、逐图审计和实际图形资产。
