figure_id,sample,source_model,fixed_departure_phase,arrival_phase,arrival_offset_hours,time_of_flight_days,total_delta_v_m_s,delta_v_difference_m_s,endpoint_position_error_km,baseline_total_delta_v_m_s,departure_perilune_radius_km,destination_perilune_radius_km,departure_stability_index,destination_stability_index,departure_periodicity_error,destination_periodicity_error,acceptance,threshold,evidence_artifact,boundary,notes
5.12,10,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.6867392899553658,-14,23,67.74589007396645,20.01145593086692,2.566346694903344e-09,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,11,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.6912579121014111,-13,23,66.34924481089701,18.61481066779747,2.170538496905892e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,12,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.6957765342474564,-12,23,64.95217605373192,17.21774191063238,1.570295603049522e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,13,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7002951563935017,-11,23,63.55187531532331,15.81744117222377,9.803549869138576e-09,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,14,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.704813778539547,-10,23,62.14590347556835,14.41146933246881,1.213699579901419e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,15,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7093324006855923,-9,23,60.73223957472595,12.99780543162642,2.027179313827817e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,16,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7138510228316376,-8,23,59.30935963916822,11.57492549606869,3.226126006347935e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,17,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7183696449776829,-7,23,57.87635441110105,10.14192026800151,4.078935563634167e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,18,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7228882671237282,-6,23,56.43309862026767,8.698664477168137,1.713646959855928e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,19,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7274068892697735,-5,23,54.98048949249136,7.246055349391824,7.928706915445161e-09,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,20,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7319255114158189,-4,23,53.52077901216015,5.786344869060613,1.893270069416477e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,21,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7364441335618641,-3,23,52.05803344044254,4.323599297343009,2.616338626467715e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,22,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7409627557079094,-2,23,50.59876524402628,2.864331100926748,3.329699593318121e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,23,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7454813778539547,-1,23,49.15279704239895,1.418362899299417,3.480888034279808e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,24,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.75,0,23,47.73443414309953,0,2.336264914251333e-05,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,25,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7545186221460453,1,23,46.36404273969735,-1.370391403402181,2.792784223360528e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,26,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7590372442920906,2,23,45.07015127543659,-2.664282867662941,4.543113025861092e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,27,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7635558664381359,3,23,43.89224144497571,-3.842192698123824,7.786777768999692e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,28,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7680744885841811,4,23,42.88449747438507,-4.849936668714463,1.734682920252548e-07,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,29,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7725931107302265,5,23,42.12112328831176,-5.61331085478777,3.837297759845471e-07,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,30,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7771117328762718,6,23,41.70478600956488,-6.029648133534657,8.020994955093068e-07,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,31,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7816303550223171,7,23,41.78225493935855,-5.952179203740982,2.184441011571787e-06,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,32,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7861489771683624,8,23,42.57769727986712,-5.156736863232418,7.408436310283193e-06,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,33,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7906675993144077,9,23,44.47162600487137,-3.262808138228166,3.714687617288433e-05,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,34,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.795186221460453,10,23,48.21535585200454,0.4809217089050009,4.367224353136621e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
5.12,35,Earth-Moon CR3BP fixed-departure NRHO rendezvous arrival-offset shooting,0.82,0.7997048436064983,11,23,55.73677564932634,8.002341506226806,7.062303156792064e-08,47.73443414309953,4800.000000000002,12610,1.541669858583182,1.177409613795337,1.335076753202042e-10,4.120213415542434e-11,True,endpoint_position_error_km <= 0.001; |delta_v_difference_m_s| <= 300.0; branch accepted rows >= 35; left coverage <= -20.0 h; right coverage >= 10.0 h,src/qp_orbits/application_scenarios.py;data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,Accepted local CR3BP fixed-departure rendezvous branch row; not the thesis quasi-NRHO global continuation curve and not a BCR4BP/ephemeris high-fidelity replacement.,Per-sample Fig. 5.12 rendezvous branch row from the current baseline generator.
