case_id,variant,member_id,singular_value_rank,singular_value,normalized_value,component_diagnosis,state_component_norm,rho_component_norm,jacobi_residual_sensitivity,phase_residual_sensitivity,interpretation
scaling_unscaled_overdetermined,unscaled_overdetermined,10,53,46.39901438720548,0.9507333027743781,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,54,46.35021119235514,0.9497333069072503,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,55,46.32892488749651,0.949297142493213,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,56,46.27857868211827,0.9482655297584688,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,57,46.27083846065639,0.9481069297017254,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,58,46.23036656652081,0.9472776453281403,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,59,46.22884509451133,0.9472464697928891,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,60,46.20649124084932,0.9467884309012768,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,61,46.20646111735949,0.94678781365961,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,62,2.273876588772947,0.04659258882752411,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,63,2.273655189562201,0.04658805227420192,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,64,2.273655188723749,0.04658805225702173,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,65,2.272659283735333,0.04656764578823372,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,66,2.272658592287622,0.04656763162020938,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,67,2.25274769985022,0.04615964992537801,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,68,2.251522354944616,0.04613454214616054,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,69,2.251517702106296,0.04613444680774869,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,70,2.248705543647997,0.0460768246204179,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,71,2.248705536458243,0.04607682447309713,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,72,2.231823711426731,0.04573090951173332,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,73,2.231198797429505,0.0457181047882628,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,74,2.231152351082057,0.04571715308508776,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,75,2.229956765555712,0.04569265508677416,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,76,2.229955867925592,0.04569263669399447,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,77,2.216734516485171,0.04542172621694868,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,78,2.21670505554368,0.04542112255114724,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,79,2.213625481374385,0.04535802091505042,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,80,2.21165617180735,0.04531766901935651,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,81,2.21086265346781,0.04530140952932798,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,82,2.207299603057415,0.04522840128272263,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,83,2.207118007837658,0.04522468032818667,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,84,2.206702113434932,0.04521615849503286,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,85,2.20222547442629,0.04512443047351721,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,86,2.201787447695143,0.04511545514060752,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,87,2.201036949167671,0.04510007714275186,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,88,2.19760483979209,0.04502975192733028,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,89,2.197192219178679,0.04502129717535415,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,90,2.196227132965936,0.04500152219490206,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,91,2.195687448772987,0.04499046386226301,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,92,2.195055106230966,0.0449775069251082,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,93,2.192375893502255,0.04492260884591311,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,94,2.192326886029423,0.0449216046643131,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,95,2.179928753078664,0.04466756224457238,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,96,2.179879509007526,0.04466655321498385,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,97,2.176598313051559,0.04459932027244257,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,98,2.173062912058533,0.04452687857282626,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,99,2.170730283092117,0.04447908212562415,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,100,2.170160361540427,0.04446740421810139,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,101,2.166763186971437,0.04439779483004146,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,102,2.166759042401742,0.04439770990624543,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,103,2.153896449249785,0.04413415052182507,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,104,2.153896343623785,0.04413414835750849,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,105,2.151476929282107,0.0440845736452388,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,106,2.151460849783079,0.04408424417023982,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,107,2.148608782987155,0.04402580424602089,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,108,2.14019377742329,0.04385337760855325,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,109,2.13740818909462,0.04379629985319867,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,110,2.137364801655643,0.04379541082821177,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,111,2.132937023420976,0.04370468398238123,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,112,2.13293698678483,0.04370468323169278,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,113,2.125627220029955,0.04355490335422864,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,114,2.123222577152379,0.043505631314829,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,115,2.123209659055049,0.04350536661814303,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,116,2.116370297605707,0.04336522552278835,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,117,2.116370296597633,0.04336522550213253,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,118,2.088489194302462,0.04279393120159267,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,119,2.08848919428021,0.0427939312011367,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,120,2.085103126984322,0.04272454940529141,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,121,2.085102899026183,0.04272454473434318,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,122,2.083166155582665,0.04268486013080147,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,123,2.07722152372144,0.04256305238212742,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,124,2.077221523611541,0.04256305237987556,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,125,2.074932709981954,0.04251615372544869,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,126,2.074932534258673,0.04251615012481239,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,127,2.073478412512237,0.04248635462185003,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,128,1.996838314174268,0.04091597010441721,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,129,1.996838314121785,0.0409159701033418,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,130,1.995672556037749,0.04089208328056962,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,131,1.995672465554845,0.04089208142654079,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,132,1.993324887441563,0.04084397866568179,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,133,1.988962800097477,0.04075459785097255,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,134,1.982743510445175,0.0406271622605805,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,135,1.98274350529213,0.04062716215499266,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,136,1.962939275667745,0.04022136602142466,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,137,1.962939275665979,0.04022136602138848,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,138,1.938839338166133,0.0397275492134564,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,139,1.938839338127216,0.03972754921265897,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,140,1.924111644018869,0.03942577320627594,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,141,1.924004306509964,0.0394235738202394,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,142,1.908320398822386,0.03910220463701097,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,143,1.908313961708812,0.03910207273812628,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,144,1.891976052181532,0.03876730281056544,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,145,1.891976052175407,0.03876730281043992,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,146,1.863096328585344,0.03817554638296799,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,147,1.863096322362723,0.03817554625546415,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,148,1.859031527719782,0.03809225708031631,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,149,1.859031527717499,0.03809225708026953,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,150,1.85781447316172,0.03806731917344641,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,151,1.856428226457346,0.03803891445569291,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,152,1.856082104488218,0.03803182228601607,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,153,1.856082104482685,0.0380318222859027,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,154,1.847937219842348,0.03786493052802607,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,155,1.847919003150779,0.03786455726114594,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,156,1.847825979213125,0.03786265116558227,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,157,1.847825930095871,0.0378626501591512,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,158,1.84499393255337,0.03780462146150341,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,159,1.84091331723656,0.03772100811478171,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,160,1.840913317135802,0.03772100811271714,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,161,1.826415759380347,0.0374239476869938,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,162,1.826415759346752,0.03742394768630544,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,163,1.808372069182363,0.0370542256702068,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,164,1.808372069167289,0.03705422566989794,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,165,1.806199306724301,0.03700970494804968,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,166,1.806113249634967,0.03700794160583541,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,167,1.802650548798359,0.03693698955984074,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,168,1.802647614542694,0.0369369294358356,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,169,1.800791052508368,0.03689888777960622,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,170,1.776851858931692,0.03640836467527957,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,171,1.776830559721572,0.03640792824643187,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,172,1.743696442791439,0.03572899769500652,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
scaling_unscaled_overdetermined,unscaled_overdetermined,10,173,1.743696442790657,0.0357289976949905,,N/A,N/A,N/A,N/A,baseline overdetermined endpoint linearization
